1764045032.576395,10.0.0.2,10.0.0.100,4307,80,SYN
1764045037.578851,10.0.0.2,10.0.0.100,62478,80,SYN
1764045042.584642,10.0.0.2,10.0.0.100,48001,80,SYN
1764045047.588821,10.0.0.2,10.0.0.100,6686,80,SYN
1764045052.594832,10.0.0.2,10.0.0.100,2295,80,SYN
1764045057.598884,10.0.0.2,10.0.0.100,9746,80,SYN
1764045062.6048,10.0.0.2,10.0.0.100,12256,80,SYN
1764045067.608694,10.0.0.2,10.0.0.100,55476,80,SYN
1764045072.613688,10.0.0.2,10.0.0.100,60217,80,SYN
1764045077.6175082,10.0.0.2,10.0.0.100,24614,80,SYN
1764045082.6230552,10.0.0.2,10.0.0.100,54036,80,SYN
1764045087.629204,10.0.0.2,10.0.0.100,59695,80,SYN
