1764045032.576395,10.0.0.2,10.0.0.100,4307,80,SYN
1764045037.578851,10.0.0.2,10.0.0.100,62478,80,SYN
1764045042.584642,10.0.0.2,10.0.0.100,48001,80,SYN
1764045047.588821,10.0.0.2,10.0.0.100,6686,80,SYN
1764045052.594832,10.0.0.2,10.0.0.100,2295,80,SYN
1764045057.598884,10.0.0.2,10.0.0.100,9746,80,SYN
1764045062.6048,10.0.0.2,10.0.0.100,12256,80,SYN
1764045067.608694,10.0.0.2,10.0.0.100,55476,80,SYN
1764045072.613688,10.0.0.2,10.0.0.100,60217,80,SYN
1764045077.6175082,10.0.0.2,10.0.0.100,24614,80,SYN
1764045082.6230552,10.0.0.2,10.0.0.100,54036,80,SYN
1764045087.629204,10.0.0.2,10.0.0.100,59695,80,SYN
1764045523.190043,10.0.0.2,10.0.0.100,10718,80,SYN
1764045528.19421,10.0.0.2,10.0.0.100,32951,80,SYN
1764045533.19766,10.0.0.2,10.0.0.100,8294,80,SYN
1764045538.203907,10.0.0.2,10.0.0.100,61296,80,SYN
1764045543.209711,10.0.0.2,10.0.0.100,58349,80,SYN
1764045548.214723,10.0.0.2,10.0.0.100,50095,80,SYN
1764045553.218446,10.0.0.2,10.0.0.100,53808,80,SYN
1764045558.223825,10.0.0.2,10.0.0.100,42890,80,SYN
1764045563.228535,10.0.0.2,10.0.0.100,11393,80,SYN
1764045568.230994,10.0.0.2,10.0.0.100,14218,80,SYN
1764045573.236968,10.0.0.2,10.0.0.100,50146,80,SYN
1764045578.24319,10.0.0.2,10.0.0.100,26883,80,SYN
1764045683.55467,10.0.0.1,10.0.0.100,34365,80,SYN
1764045683.5674329,10.0.0.1,10.0.0.100,36139,80,SYN
1764045683.580608,10.0.0.1,10.0.0.100,3410,80,SYN
1764045683.594091,10.0.0.1,10.0.0.100,12254,80,SYN
1764045683.604797,10.0.0.1,10.0.0.100,26523,80,SYN
1764045683.617341,10.0.0.1,10.0.0.100,56927,80,SYN
1764045683.630122,10.0.0.1,10.0.0.100,7723,80,SYN
1764045683.6431549,10.0.0.1,10.0.0.100,1842,80,SYN
1764045683.656043,10.0.0.1,10.0.0.100,6840,80,SYN
1764045683.667444,10.0.0.1,10.0.0.100,46092,80,SYN
1764045683.679847,10.0.0.1,10.0.0.100,13052,80,SYN
1764045683.692491,10.0.0.1,10.0.0.100,3866,80,SYN
1764045683.705057,10.0.0.1,10.0.0.100,41013,80,SYN
1764045683.7179909,10.0.0.1,10.0.0.100,60328,80,SYN
1764045683.729703,10.0.0.1,10.0.0.100,4639,80,SYN
1764045683.741153,10.0.0.1,10.0.0.100,2263,80,SYN
1764045683.752383,10.0.0.1,10.0.0.100,18344,80,SYN
1764045683.765424,10.0.0.1,10.0.0.100,32173,80,SYN
1764045683.778335,10.0.0.1,10.0.0.100,11427,80,SYN
1764045683.790092,10.0.0.1,10.0.0.100,23863,80,SYN
1764045683.803006,10.0.0.1,10.0.0.100,44652,80,SYN
1764045683.815907,10.0.0.1,10.0.0.100,13280,80,SYN
1764045683.827049,10.0.0.1,10.0.0.100,45039,80,SYN
1764045683.838439,10.0.0.1,10.0.0.100,65149,80,SYN
1764045683.8511648,10.0.0.1,10.0.0.100,36591,80,SYN
1764045683.8641121,10.0.0.1,10.0.0.100,26484,80,SYN
1764045683.874687,10.0.0.1,10.0.0.100,9253,80,SYN
1764045683.885934,10.0.0.1,10.0.0.100,5722,80,SYN
1764045683.897254,10.0.0.1,10.0.0.100,63399,80,SYN
1764045683.91027,10.0.0.1,10.0.0.100,63768,80,SYN
1764045683.9212701,10.0.0.1,10.0.0.100,45766,80,SYN
1764045683.934134,10.0.0.1,10.0.0.100,58704,80,SYN
1764045683.945196,10.0.0.1,10.0.0.100,24959,80,SYN
1764045683.957928,10.0.0.1,10.0.0.100,21210,80,SYN
1764045683.970016,10.0.0.1,10.0.0.100,34540,80,SYN
1764045683.982898,10.0.0.1,10.0.0.100,18888,80,SYN
1764045683.995776,10.0.0.1,10.0.0.100,15608,80,SYN
1764045684.00794,10.0.0.1,10.0.0.100,26671,80,SYN
1764045684.0209339,10.0.0.1,10.0.0.100,40890,80,SYN
1764045684.033559,10.0.0.1,10.0.0.100,49539,80,SYN
1764045684.044928,10.0.0.1,10.0.0.100,2779,80,SYN
1764045684.057173,10.0.0.1,10.0.0.100,26793,80,SYN
1764045684.069712,10.0.0.1,10.0.0.100,25606,80,SYN
1764045684.080823,10.0.0.1,10.0.0.100,49582,80,SYN
1764045684.092267,10.0.0.1,10.0.0.100,34999,80,SYN
1764045684.105258,10.0.0.1,10.0.0.100,62552,80,SYN
1764045684.117343,10.0.0.1,10.0.0.100,59932,80,SYN
1764045684.1303082,10.0.0.1,10.0.0.100,64384,80,SYN
1764045684.1419609,10.0.0.1,10.0.0.100,55138,80,SYN
1764045684.1536582,10.0.0.1,10.0.0.100,24085,80,SYN
1764045684.1665778,10.0.0.1,10.0.0.100,2697,80,SYN
1764045684.177133,10.0.0.1,10.0.0.100,11308,80,SYN
1764045684.190041,10.0.0.1,10.0.0.100,59976,80,SYN
1764045684.202283,10.0.0.1,10.0.0.100,15424,80,SYN
1764045684.21507,10.0.0.1,10.0.0.100,19217,80,SYN
1764045684.2266471,10.0.0.1,10.0.0.100,26167,80,SYN
1764045684.239677,10.0.0.1,10.0.0.100,29386,80,SYN
1764045684.252748,10.0.0.1,10.0.0.100,8461,80,SYN
1764045684.265527,10.0.0.1,10.0.0.100,45396,80,SYN
1764045684.277267,10.0.0.1,10.0.0.100,24193,80,SYN
1764045684.288482,10.0.0.1,10.0.0.100,42319,80,SYN
1764045684.300689,10.0.0.1,10.0.0.100,56504,80,SYN
1764045684.311664,10.0.0.1,10.0.0.100,58827,80,SYN
1764045684.3245819,10.0.0.1,10.0.0.100,58136,80,SYN
1764045684.337334,10.0.0.1,10.0.0.100,44967,80,SYN
1764045684.3502889,10.0.0.1,10.0.0.100,33877,80,SYN
1764045684.3612711,10.0.0.1,10.0.0.100,64563,80,SYN
1764045684.37402,10.0.0.1,10.0.0.100,7355,80,SYN
1764045684.38676,10.0.0.1,10.0.0.100,64894,80,SYN
1764045684.39949,10.0.0.1,10.0.0.100,24158,80,SYN
1764045684.4117188,10.0.0.1,10.0.0.100,38613,80,SYN
1764045684.4230132,10.0.0.1,10.0.0.100,64969,80,SYN
1764045684.435721,10.0.0.1,10.0.0.100,28638,80,SYN
1764045684.4483352,10.0.0.1,10.0.0.100,16324,80,SYN
1764045684.461268,10.0.0.1,10.0.0.100,50985,80,SYN
1764045684.472634,10.0.0.1,10.0.0.100,46080,80,SYN
1764045684.485486,10.0.0.1,10.0.0.100,61749,80,SYN
1764045684.4969091,10.0.0.1,10.0.0.100,48643,80,SYN
1764045684.509863,10.0.0.1,10.0.0.100,54294,80,SYN
1764045684.5219772,10.0.0.1,10.0.0.100,10651,80,SYN
1764045684.5340219,10.0.0.1,10.0.0.100,60018,80,SYN
1764045684.544744,10.0.0.1,10.0.0.100,63168,80,SYN
1764045684.556948,10.0.0.1,10.0.0.100,54588,80,SYN
1764045684.5697138,10.0.0.1,10.0.0.100,56545,80,SYN
1764045684.5824552,10.0.0.1,10.0.0.100,33742,80,SYN
1764045684.595071,10.0.0.1,10.0.0.100,4680,80,SYN
1764045684.6080692,10.0.0.1,10.0.0.100,42896,80,SYN
1764045684.62027,10.0.0.1,10.0.0.100,51500,80,SYN
1764045684.632991,10.0.0.1,10.0.0.100,38873,80,SYN
1764045684.645073,10.0.0.1,10.0.0.100,4248,80,SYN
1764045684.658006,10.0.0.1,10.0.0.100,44774,80,SYN
1764045684.671248,10.0.0.1,10.0.0.100,64137,80,SYN
1764045684.684017,10.0.0.1,10.0.0.100,3537,80,SYN
1764045684.6946602,10.0.0.1,10.0.0.100,17804,80,SYN
1764045684.705926,10.0.0.1,10.0.0.100,33116,80,SYN
1764045684.717385,10.0.0.1,10.0.0.100,27127,80,SYN
1764045684.7289972,10.0.0.1,10.0.0.100,46316,80,SYN
1764045684.741765,10.0.0.1,10.0.0.100,19313,80,SYN
1764045684.7523189,10.0.0.1,10.0.0.100,4343,80,SYN
1764045684.7653718,10.0.0.1,10.0.0.100,7464,80,SYN
1764045684.7782478,10.0.0.1,10.0.0.100,41381,80,SYN
1764045684.7912698,10.0.0.1,10.0.0.100,8090,80,SYN
1764045684.804304,10.0.0.1,10.0.0.100,51881,80,SYN
1764045684.8173451,10.0.0.1,10.0.0.100,2919,80,SYN
1764045684.830394,10.0.0.1,10.0.0.100,56073,80,SYN
1764045684.8436449,10.0.0.1,10.0.0.100,32235,80,SYN
1764045684.856621,10.0.0.1,10.0.0.100,45453,80,SYN
1764045684.8673768,10.0.0.1,10.0.0.100,17300,80,SYN
1764045684.879717,10.0.0.1,10.0.0.100,46236,80,SYN
1764045684.892812,10.0.0.1,10.0.0.100,63339,80,SYN
1764045684.905728,10.0.0.1,10.0.0.100,29194,80,SYN
1764045684.917514,10.0.0.1,10.0.0.100,12983,80,SYN
1764045684.9306219,10.0.0.1,10.0.0.100,36522,80,SYN
1764045684.942515,10.0.0.1,10.0.0.100,8267,80,SYN
1764045684.95554,10.0.0.1,10.0.0.100,39917,80,SYN
1764045684.967787,10.0.0.1,10.0.0.100,37042,80,SYN
1764045684.980402,10.0.0.1,10.0.0.100,56494,80,SYN
1764045684.992629,10.0.0.1,10.0.0.100,53269,80,SYN
1764045685.005076,10.0.0.1,10.0.0.100,2372,80,SYN
1764045685.0181,10.0.0.1,10.0.0.100,39504,80,SYN
1764045685.03011,10.0.0.1,10.0.0.100,49432,80,SYN
1764045685.0435112,10.0.0.1,10.0.0.100,58686,80,SYN
1764045685.0561879,10.0.0.1,10.0.0.100,7168,80,SYN
1764045685.068916,10.0.0.1,10.0.0.100,48783,80,SYN
1764045685.081671,10.0.0.1,10.0.0.100,44508,80,SYN
1764045685.0935428,10.0.0.1,10.0.0.100,47639,80,SYN
1764045685.106503,10.0.0.1,10.0.0.100,45162,80,SYN
1764045685.119424,10.0.0.1,10.0.0.100,13945,80,SYN
1764045685.1320572,10.0.0.1,10.0.0.100,25351,80,SYN
1764045685.1441238,10.0.0.1,10.0.0.100,20375,80,SYN
1764045685.155079,10.0.0.1,10.0.0.100,17669,80,SYN
1764045685.1670122,10.0.0.1,10.0.0.100,63752,80,SYN
1764045685.178421,10.0.0.1,10.0.0.100,30630,80,SYN
1764045685.1889138,10.0.0.1,10.0.0.100,12378,80,SYN
1764045685.2009358,10.0.0.1,10.0.0.100,38167,80,SYN
1764045685.214158,10.0.0.1,10.0.0.100,15040,80,SYN
1764045685.22706,10.0.0.1,10.0.0.100,64317,80,SYN
1764045685.2397199,10.0.0.1,10.0.0.100,36955,80,SYN
1764045685.252778,10.0.0.1,10.0.0.100,42897,80,SYN
1764045685.265547,10.0.0.1,10.0.0.100,35895,80,SYN
1764045685.278455,10.0.0.1,10.0.0.100,54740,80,SYN
1764045685.2897222,10.0.0.1,10.0.0.100,3580,80,SYN
1764045685.300658,10.0.0.1,10.0.0.100,34191,80,SYN
1764045685.313403,10.0.0.1,10.0.0.100,51580,80,SYN
1764045685.326418,10.0.0.1,10.0.0.100,46433,80,SYN
1764045685.3394492,10.0.0.1,10.0.0.100,27353,80,SYN
1764045685.351888,10.0.0.1,10.0.0.100,3233,80,SYN
1764045685.364576,10.0.0.1,10.0.0.100,4565,80,SYN
1764045685.37728,10.0.0.1,10.0.0.100,43880,80,SYN
1764045685.390326,10.0.0.1,10.0.0.100,18115,80,SYN
1764045685.401002,10.0.0.1,10.0.0.100,27809,80,SYN
1764045685.412197,10.0.0.1,10.0.0.100,36624,80,SYN
1764045685.423852,10.0.0.1,10.0.0.100,59947,80,SYN
1764045685.435107,10.0.0.1,10.0.0.100,41740,80,SYN
1764045685.4480782,10.0.0.1,10.0.0.100,44378,80,SYN
1764045685.461049,10.0.0.1,10.0.0.100,24662,80,SYN
1764045685.4739041,10.0.0.1,10.0.0.100,33551,80,SYN
1764045685.486758,10.0.0.1,10.0.0.100,50528,80,SYN
1764045685.49822,10.0.0.1,10.0.0.100,39103,80,SYN
1764045685.511074,10.0.0.1,10.0.0.100,37222,80,SYN
1764045685.5241091,10.0.0.1,10.0.0.100,33727,80,SYN
1764045685.5371578,10.0.0.1,10.0.0.100,36527,80,SYN
1764045685.5500748,10.0.0.1,10.0.0.100,16583,80,SYN
